Month,ANZSCO_TITLE,GCCSA,Adzuna_count,ANZSCO_CODE,IVI_count
2015-10-01,Clerical and Administrative Workers,Greater Perth,836,5,2193
2015-10-01,Clerical and Administrative Workers,Greater Sydney,5088,5,10743
2015-10-01,Clerical and Administrative Workers,Rest of NSW,672,5,1337.667
2015-10-01,Clerical and Administrative Workers,Rest of NT,30,5,58.333
2015-10-01,Clerical and Administrative Workers,Rest of Qld,576,5,1731.667
2015-10-01,Clerical and Administrative Workers,Rest of SA,52,5,71.667
2015-10-01,Clerical and Administrative Workers,Rest of Tas.,55,5,81
2015-10-01,Clerical and Administrative Workers,Rest of Vic.,275,5,573.333
2015-10-01,Clerical and Administrative Workers,Rest of WA,77,5,279.66700000000003
2015-10-01,Sales Workers,Australian Capital Territory,225,6,335
2015-10-01,Sales Workers,Greater Adelaide,555,6,744.333
2015-10-01,Sales Workers,Greater Brisbane,392,6,2147.667
2015-10-01,Sales Workers,Greater Darwin,76,6,135.333
2015-10-01,Sales Workers,Greater Hobart,31,6,120
2015-10-01,Sales Workers,Greater Melbourne,2708,6,4109.667
2015-10-01,Sales Workers,Greater Perth,1241,6,1537.667
2015-10-01,Sales Workers,Greater Sydney,4106,6,5556.667
2015-10-01,Sales Workers,Rest of NSW,732,6,1053.666
2015-10-01,Sales Workers,Rest of NT,23,6,34
2015-10-01,Sales Workers,Rest of Qld,708,6,1407.667
2015-10-01,Sales Workers,Rest of SA,83,6,68.666
2015-10-01,Sales Workers,Rest of Tas.,50,6,73.667
2015-10-01,Sales Workers,Rest of Vic.,367,6,488.666
2015-10-01,Sales Workers,Rest of WA,90,6,177
2015-10-01,Machinery Operators and Drivers,Australian Capital Territory,113,7,61.667
2015-10-01,Machinery Operators and Drivers,Greater Adelaide,410,7,315.667
2015-10-01,Machinery Operators and Drivers,Greater Brisbane,403,7,848.667
2015-10-01,Machinery Operators and Drivers,Greater Darwin,76,7,109.667
2015-10-01,Machinery Operators and Drivers,Greater Hobart,27,7,42
2015-10-01,Machinery Operators and Drivers,Greater Melbourne,1919,7,1697.667
2015-10-01,Machinery Operators and Drivers,Greater Perth,886,7,689
2015-10-01,Machinery Operators and Drivers,Greater Sydney,2479,7,2149.667
2015-10-01,Machinery Operators and Drivers,Rest of NSW,653,7,558.668
2015-10-01,Machinery Operators and Drivers,Rest of NT,16,7,18
2015-10-01,Machinery Operators and Drivers,Rest of Qld,397,7,689.667
2015-10-01,Machinery Operators and Drivers,Rest of SA,64,7,47.998999999999995
2015-10-01,Machinery Operators and Drivers,Rest of Tas.,43,7,37.333
2015-10-01,Machinery Operators and Drivers,Rest of Vic.,337,7,217
2015-10-01,Machinery Operators and Drivers,Rest of WA,176,7,333.66700000000003
2015-10-01,Labourers,Australian Capital Territory,106,8,183
2015-10-01,Labourers,Greater Adelaide,280,8,505
2015-10-01,Labourers,Greater Brisbane,335,8,1102.333
2015-10-01,Labourers,Greater Darwin,99,8,135.333
2015-10-01,Labourers,Greater Hobart,29,8,91
2015-10-01,Labourers,Greater Melbourne,1389,8,2260
2015-10-01,Labourers,Greater Perth,625,8,793.333
2015-10-01,Labourers,Greater Sydney,1859,8,2453.667
2015-10-01,Labourers,Rest of NSW,719,8,1292.666
2015-10-01,Labourers,Rest of NT,14,8,30
2015-10-01,Labourers,Rest of Qld,570,8,1253.667
2015-10-01,Labourers,Rest of SA,109,8,127.667
2015-10-01,Labourers,Rest of Tas.,48,8,84.333
2015-10-01,Labourers,Rest of Vic.,315,8,567.999
2015-10-01,Labourers,Rest of WA,182,8,325.66700000000003
2015-11-01,Managers,Australian Capital Territory,873,1,714
2015-11-01,Managers,Greater Adelaide,663,1,727.333
2015-11-01,Managers,Greater Brisbane,198,1,2393.667
2015-11-01,Managers,Greater Darwin,244,1,178
2015-11-01,Managers,Greater Hobart,53,1,102
2015-11-01,Managers,Greater Melbourne,4413,1,5426.667
2015-11-01,Managers,Greater Perth,1109,1,1636
2015-11-01,Managers,Greater Sydney,7166,1,8781.667
2015-11-01,Managers,Rest of NSW,721,1,941.001
2015-11-01,Managers,Rest of NT,54,1,43.333
2015-11-01,Managers,Rest of Qld,669,1,1043.665
2015-11-01,Managers,Rest of SA,55,1,60.667
2015-11-01,Managers,Rest of Tas.,46,1,60.333
2015-11-01,Managers,Rest of Vic.,442,1,425.33299999999997
2015-11-01,Managers,Rest of WA,94,1,202
2015-11-01,Professionals,Australian Capital Territory,1789,2,1812.667
2015-11-01,Professionals,Greater Adelaide,1320,2,1423.333
2015-11-01,Professionals,Greater Brisbane,508,2,5304.667
2015-11-01,Professionals,Greater Darwin,438,2,402.667
2015-11-01,Professionals,Greater Hobart,107,2,207
2015-11-01,Professionals,Greater Melbourne,9274,2,10106
2015-11-01,Professionals,Greater Perth,2056,2,3114.333
2015-11-01,Professionals,Greater Sydney,13486,2,15977.667
2015-11-01,Professionals,Rest of NSW,2357,2,2210.334
2015-11-01,Professionals,Rest of NT,120,2,124
2015-11-01,Professionals,Rest of Qld,1506,2,2450.667
2015-11-01,Professionals,Rest of SA,152,2,110
2015-11-01,Professionals,Rest of Tas.,160,2,122.334
2015-11-01,Professionals,Rest of Vic.,1206,2,1115.667
2015-11-01,Professionals,Rest of WA,225,2,505
2015-11-01,Technicians and Trades Workers,Australian Capital Territory,448,3,459
2015-11-01,Technicians and Trades Workers,Greater Adelaide,582,3,869.333
2015-11-01,Technicians and Trades Workers,Greater Brisbane,442,3,2540
2015-11-01,Technicians and Trades Workers,Greater Darwin,261,3,235.333
2015-11-01,Technicians and Trades Workers,Greater Hobart,41,3,168
2015-11-01,Technicians and Trades Workers,Greater Melbourne,3126,3,4370.667
2015-11-01,Technicians and Trades Workers,Greater Perth,1477,3,1952.667
2015-11-01,Technicians and Trades Workers,Greater Sydney,4684,3,5756.667
2015-11-01,Technicians and Trades Workers,Rest of NSW,1154,3,1602
2015-11-01,Technicians and Trades Workers,Rest of NT,38,3,53.667
2015-11-01,Technicians and Trades Workers,Rest of Qld,980,3,2140.667
2015-11-01,Technicians and Trades Workers,Rest of SA,78,3,116.667
2015-11-01,Technicians and Trades Workers,Rest of Tas.,47,3,84.333
2015-11-01,Technicians and Trades Workers,Rest of Vic.,503,3,706.3340000000001
2015-11-01,Technicians and Trades Workers,Rest of WA,191,3,810.667
2015-11-01,Community and Personal Service Workers,Australian Capital Territory,333,4,353.667
2015-11-01,Community and Personal Service Workers,Greater Adelaide,536,4,652.667
2015-11-01,Community and Personal Service Workers,Greater Brisbane,592,4,1558.667
2015-11-01,Community and Personal Service Workers,Greater Darwin,166,4,151.333
2015-11-01,Community and Personal Service Workers,Greater Hobart,37,4,141.333
2015-11-01,Community and Personal Service Workers,Greater Melbourne,2838,4,2921.333
2015-11-01,Community and Personal Service Workers,Greater Perth,1151,4,1077.333
2015-11-01,Community and Personal Service Workers,Greater Sydney,3835,4,3284.667
2015-11-01,Community and Personal Service Workers,Rest of NSW,1049,4,1269.667
2015-11-01,Community and Personal Service Workers,Rest of NT,74,4,58.333
2015-11-01,Community and Personal Service Workers,Rest of Qld,862,4,1428
2015-11-01,Community and Personal Service Workers,Rest of SA,99,4,83.667
2015-11-01,Community and Personal Service Workers,Rest of Tas.,55,4,67.666
2015-11-01,Community and Personal Service Workers,Rest of Vic.,504,4,734.999
2015-11-01,Community and Personal Service Workers,Rest of WA,141,4,220.334
2015-11-01,Clerical and Administrative Workers,Australian Capital Territory,575,5,816
2015-11-01,Clerical and Administrative Workers,Greater Adelaide,363,5,945
2015-11-01,Clerical and Administrative Workers,Greater Brisbane,230,5,3245.667
2015-11-01,Clerical and Administrative Workers,Greater Darwin,194,5,264.667
2015-11-01,Clerical and Administrative Workers,Greater Hobart,35,5,132.667
2015-11-01,Clerical and Administrative Workers,Greater Melbourne,3770,5,6762.333
2015-11-01,Clerical and Administrative Workers,Greater Perth,987,5,2092
2015-11-01,Clerical and Administrative Workers,Greater Sydney,5145,5,10525
2015-11-01,Clerical and Administrative Workers,Rest of NSW,663,5,1313.999
2015-11-01,Clerical and Administrative Workers,Rest of NT,25,5,50.333
2015-11-01,Clerical and Administrative Workers,Rest of Qld,563,5,1703.666
2015-11-01,Clerical and Administrative Workers,Rest of SA,41,5,76.667
2015-11-01,Clerical and Administrative Workers,Rest of Tas.,56,5,81.333
2015-11-01,Clerical and Administrative Workers,Rest of Vic.,341,5,615.001
2015-11-01,Clerical and Administrative Workers,Rest of WA,57,5,274.66700000000003
2015-11-01,Sales Workers,Australian Capital Territory,269,6,320
2015-11-01,Sales Workers,Greater Adelaide,609,6,720
2015-11-01,Sales Workers,Greater Brisbane,336,6,2088.333
2015-11-01,Sales Workers,Greater Darwin,179,6,131.667
2015-11-01,Sales Workers,Greater Hobart,36,6,120.333
2015-11-01,Sales Workers,Greater Melbourne,2690,6,4009.667
2015-11-01,Sales Workers,Greater Perth,1166,6,1485.333
2015-11-01,Sales Workers,Greater Sydney,4307,6,5367
2015-11-01,Sales Workers,Rest of NSW,709,6,1063.667
2015-11-01,Sales Workers,Rest of NT,33,6,35.333
2015-11-01,Sales Workers,Rest of Qld,710,6,1396.666
2015-11-01,Sales Workers,Rest of SA,111,6,86.333
2015-11-01,Sales Workers,Rest of Tas.,31,6,76.666
2015-11-01,Sales Workers,Rest of Vic.,364,6,515.001
2015-11-01,Sales Workers,Rest of WA,76,6,180
2015-11-01,Machinery Operators and Drivers,Australian Capital Territory,108,7,61.667
2015-11-01,Machinery Operators and Drivers,Greater Adelaide,414,7,362
2015-11-01,Machinery Operators and Drivers,Greater Brisbane,359,7,902.333
2015-11-01,Machinery Operators and Drivers,Greater Darwin,123,7,97.333
2015-11-01,Machinery Operators and Drivers,Greater Hobart,18,7,46
2015-11-01,Machinery Operators and Drivers,Greater Melbourne,1713,7,1759.667
2015-11-01,Machinery Operators and Drivers,Greater Perth,814,7,729.667
2015-11-01,Machinery Operators and Drivers,Greater Sydney,2527,7,2174.333
2015-11-01,Machinery Operators and Drivers,Rest of NSW,571,7,597
2015-11-01,Machinery Operators and Drivers,Rest of NT,25,7,19
2015-11-01,Machinery Operators and Drivers,Rest of Qld,428,7,727.3340000000001
2015-11-01,Machinery Operators and Drivers,Rest of SA,50,7,56.666
2015-11-01,Machinery Operators and Drivers,Rest of Tas.,36,7,44
2015-11-01,Machinery Operators and Drivers,Rest of Vic.,262,7,241.666
2015-11-01,Machinery Operators and Drivers,Rest of WA,149,7,359.66700000000003
2015-11-01,Labourers,Australian Capital Territory,150,8,201.667
2015-11-01,Labourers,Greater Adelaide,326,8,560.667
2015-11-01,Labourers,Greater Brisbane,326,8,1192.667
2015-11-01,Labourers,Greater Darwin,112,8,129
2015-11-01,Labourers,Greater Hobart,26,8,118
2015-11-01,Labourers,Greater Melbourne,1563,8,2296.667
2015-11-01,Labourers,Greater Perth,631,8,818.333
2015-11-01,Labourers,Greater Sydney,2503,8,2542.667
2015-11-01,Labourers,Rest of NSW,762,8,1457
2015-11-01,Labourers,Rest of NT,46,8,32.667
2015-11-01,Labourers,Rest of Qld,666,8,1412.001
2015-11-01,Labourers,Rest of SA,103,8,163.333
2015-11-01,Labourers,Rest of Tas.,51,8,100.666
2015-11-01,Labourers,Rest of Vic.,305,8,670.001
2015-11-01,Labourers,Rest of WA,149,8,357.66700000000003
2015-12-01,Managers,Australian Capital Territory,674,1,637
2015-12-01,Managers,Greater Adelaide,658,1,639.333
2015-12-01,Managers,Greater Brisbane,161,1,2095
2015-12-01,Managers,Greater Darwin,200,1,152.333
2015-12-01,Managers,Greater Hobart,34,1,83.333
2015-12-01,Managers,Greater Melbourne,4293,1,4802.667
2015-12-01,Managers,Greater Perth,1257,1,1407.333
2015-12-01,Managers,Greater Sydney,6686,1,7638.333
2015-12-01,Managers,Rest of NSW,696,1,833.6659999999999
2015-12-01,Managers,Rest of NT,38,1,41.333
2015-12-01,Managers,Rest of Qld,667,1,937.6659999999999
2015-12-01,Managers,Rest of SA,61,1,52.334
2015-12-01,Managers,Rest of Tas.,34,1,48.667
2015-12-01,Managers,Rest of Vic.,470,1,400.999
2015-12-01,Managers,Rest of WA,72,1,192.667
2015-12-01,Professionals,Australian Capital Territory,1544,2,1582.667
2015-12-01,Professionals,Greater Adelaide,1177,2,1266.333
2015-12-01,Professionals,Greater Brisbane,358,2,4767.333
2015-12-01,Professionals,Greater Darwin,439,2,387.333
2015-12-01,Professionals,Greater Hobart,104,2,192.333
2015-12-01,Professionals,Greater Melbourne,9105,2,9010.667
2015-12-01,Professionals,Greater Perth,2188,2,2784.667
2015-12-01,Professionals,Greater Sydney,12718,2,14093
2015-12-01,Professionals,Rest of NSW,1943,2,2006
2015-12-01,Professionals,Rest of NT,71,2,119
2015-12-01,Professionals,Rest of Qld,1491,2,2118
2015-12-01,Professionals,Rest of SA,121,2,95
2015-12-01,Professionals,Rest of Tas.,126,2,107.333
2015-12-01,Professionals,Rest of Vic.,1177,2,1016.332
2015-12-01,Professionals,Rest of WA,141,2,478
2015-12-01,Technicians and Trades Workers,Australian Capital Territory,328,3,423.333
2015-12-01,Technicians and Trades Workers,Greater Adelaide,532,3,773.667
2015-12-01,Technicians and Trades Workers,Greater Brisbane,317,3,2128
2015-12-01,Technicians and Trades Workers,Greater Darwin,249,3,213
2015-12-01,Technicians and Trades Workers,Greater Hobart,31,3,149.667
2015-12-01,Technicians and Trades Workers,Greater Melbourne,2499,3,3669.333
2015-12-01,Technicians and Trades Workers,Greater Perth,1451,3,1740
2015-12-01,Technicians and Trades Workers,Greater Sydney,3798,3,4891.333
2015-12-01,Technicians and Trades Workers,Rest of NSW,967,3,1418
2015-12-01,Technicians and Trades Workers,Rest of NT,46,3,49
2015-12-01,Technicians and Trades Workers,Rest of Qld,888,3,1793.666
2015-12-01,Technicians and Trades Workers,Rest of SA,89,3,113.667
2015-12-01,Technicians and Trades Workers,Rest of Tas.,47,3,75.666
2015-12-01,Technicians and Trades Workers,Rest of Vic.,427,3,620
2015-12-01,Technicians and Trades Workers,Rest of WA,203,3,726
2015-12-01,Community and Personal Service Workers,Australian Capital Territory,338,4,327
2015-12-01,Community and Personal Service Workers,Greater Adelaide,512,4,580.333
2015-12-01,Community and Personal Service Workers,Greater Brisbane,429,4,1342.667
2015-12-01,Community and Personal Service Workers,Greater Darwin,132,4,132.667
2015-12-01,Community and Personal Service Workers,Greater Hobart,30,4,120.333
2015-12-01,Community and Personal Service Workers,Greater Melbourne,2700,4,2525
2015-12-01,Community and Personal Service Workers,Greater Perth,1025,4,922
2015-12-01,Community and Personal Service Workers,Greater Sydney,3423,4,2901.333
2015-12-01,Community and Personal Service Workers,Rest of NSW,963,4,1117.334
2015-12-01,Community and Personal Service Workers,Rest of NT,53,4,50.667
2015-12-01,Community and Personal Service Workers,Rest of Qld,770,4,1237.001
2015-12-01,Community and Personal Service Workers,Rest of SA,75,4,74.333
2015-12-01,Community and Personal Service Workers,Rest of Tas.,33,4,59.333
2015-12-01,Community and Personal Service Workers,Rest of Vic.,414,4,718.667
2015-12-01,Community and Personal Service Workers,Rest of WA,147,4,209.333
2015-12-01,Clerical and Administrative Workers,Australian Capital Territory,431,5,696.667
2015-12-01,Clerical and Administrative Workers,Greater Adelaide,406,5,808.667
2015-12-01,Clerical and Administrative Workers,Greater Brisbane,177,5,2646.667
2015-12-01,Clerical and Administrative Workers,Greater Darwin,136,5,217.333
2015-12-01,Clerical and Administrative Workers,Greater Hobart,28,5,119.333
2015-12-01,Clerical and Administrative Workers,Greater Melbourne,3262,5,5986
2015-12-01,Clerical and Administrative Workers,Greater Perth,850,5,1801
2015-12-01,Clerical and Administrative Workers,Greater Sydney,4508,5,8979.333
2015-12-01,Clerical and Administrative Workers,Rest of NSW,593,5,1176.999
2015-12-01,Clerical and Administrative Workers,Rest of NT,21,5,43.333
2015-12-01,Clerical and Administrative Workers,Rest of Qld,484,5,1450.667
2015-12-01,Clerical and Administrative Workers,Rest of SA,61,5,72.667
2015-12-01,Clerical and Administrative Workers,Rest of Tas.,32,5,66.334
2015-12-01,Clerical and Administrative Workers,Rest of Vic.,409,5,573.999
2015-12-01,Clerical and Administrative Workers,Rest of WA,78,5,244.667
2015-12-01,Sales Workers,Australian Capital Territory,184,6,269.333
2015-12-01,Sales Workers,Greater Adelaide,473,6,575.333
2015-12-01,Sales Workers,Greater Brisbane,234,6,1702
2015-12-01,Sales Workers,Greater Darwin,126,6,111.667
2015-12-01,Sales Workers,Greater Hobart,42,6,88
2015-12-01,Sales Workers,Greater Melbourne,2461,6,3411.667
2015-12-01,Sales Workers,Greater Perth,995,6,1261.667
2015-12-01,Sales Workers,Greater Sydney,3722,6,4415.667
2015-12-01,Sales Workers,Rest of NSW,728,6,893.333
2015-12-01,Sales Workers,Rest of NT,33,6,25.333
2015-12-01,Sales Workers,Rest of Qld,622,6,1135.333
2015-12-01,Sales Workers,Rest of SA,150,6,73
2015-12-01,Sales Workers,Rest of Tas.,59,6,65.666
2015-12-01,Sales Workers,Rest of Vic.,407,6,438.001
2015-12-01,Sales Workers,Rest of WA,84,6,165.667
2015-12-01,Machinery Operators and Drivers,Australian Capital Territory,71,7,52
2015-12-01,Machinery Operators and Drivers,Greater Adelaide,278,7,332
2015-12-01,Machinery Operators and Drivers,Greater Brisbane,246,7,792.667
2015-12-01,Machinery Operators and Drivers,Greater Darwin,86,7,79.667
2015-12-01,Machinery Operators and Drivers,Greater Hobart,22,7,38.333
2015-12-01,Machinery Operators and Drivers,Greater Melbourne,1343,7,1517.333
2015-12-01,Machinery Operators and Drivers,Greater Perth,664,7,647
2015-12-01,Machinery Operators and Drivers,Greater Sydney,1944,7,1865
2015-12-01,Machinery Operators and Drivers,Rest of NSW,369,7,517.998
2015-12-01,Machinery Operators and Drivers,Rest of NT,12,7,15.667
2015-12-01,Machinery Operators and Drivers,Rest of Qld,318,7,614.333
2015-12-01,Machinery Operators and Drivers,Rest of SA,51,7,50.667
2015-12-01,Machinery Operators and Drivers,Rest of Tas.,38,7,42.667
2015-12-01,Machinery Operators and Drivers,Rest of Vic.,214,7,225.333
2015-12-01,Machinery Operators and Drivers,Rest of WA,79,7,331.334
2015-12-01,Labourers,Australian Capital Territory,108,8,195.333
2015-12-01,Labourers,Greater Adelaide,287,8,506.667
2015-12-01,Labourers,Greater Brisbane,238,8,1059
2015-12-01,Labourers,Greater Darwin,89,8,103.667
2015-12-01,Labourers,Greater Hobart,27,8,111.667
2015-12-01,Labourers,Greater Melbourne,1173,8,1976.333
2015-12-01,Labourers,Greater Perth,580,8,713.667
2015-12-01,Labourers,Greater Sydney,1587,8,2218
2015-12-01,Labourers,Rest of NSW,589,8,1260
2015-12-01,Labourers,Rest of NT,34,8,33.667
2015-12-01,Labourers,Rest of Qld,563,8,1250.334
2015-12-01,Labourers,Rest of SA,66,8,150.667
2015-12-01,Labourers,Rest of Tas.,46,8,98.667
2015-12-01,Labourers,Rest of Vic.,255,8,609
2015-12-01,Labourers,Rest of WA,163,8,316.334
2016-01-01,Managers,Australian Capital Territory,638,1,622
2016-01-01,Managers,Greater Adelaide,531,1,633.333
2016-01-01,Managers,Greater Brisbane,171,1,2026.333
2016-01-01,Managers,Greater Darwin,197,1,150
2016-01-01,Managers,Greater Hobart,31,1,79.333
2016-01-01,Managers,Greater Melbourne,4088,1,4771
2016-01-01,Managers,Greater Perth,1133,1,1398
2016-01-01,Managers,Greater Sydney,6674,1,7660.667
2016-01-01,Managers,Rest of NSW,698,1,813.668
2016-01-01,Managers,Rest of NT,52,1,37
2016-01-01,Managers,Rest of Qld,506,1,924.3320000000001
2016-01-01,Managers,Rest of SA,77,1,53
2016-01-01,Managers,Rest of Tas.,43,1,39.667
2016-01-01,Managers,Rest of Vic.,422,1,410
2016-01-01,Managers,Rest of WA,125,1,186.001
2016-01-01,Professionals,Australian Capital Territory,1237,2,1525
2016-01-01,Professionals,Greater Adelaide,1006,2,1231
2016-01-01,Professionals,Greater Brisbane,373,2,4918.667
2016-01-01,Professionals,Greater Darwin,363,2,387.333
2016-01-01,Professionals,Greater Hobart,141,2,192.333
2016-01-01,Professionals,Greater Melbourne,8048,2,9098.667
2016-01-01,Professionals,Greater Perth,1959,2,2642.667
2016-01-01,Professionals,Greater Sydney,12611,2,14115
2016-01-01,Professionals,Rest of NSW,1876,2,1996.3319999999999
2016-01-01,Professionals,Rest of NT,100,2,118.333
2016-01-01,Professionals,Rest of Qld,1241,2,2120.001
2016-01-01,Professionals,Rest of SA,118,2,89
2016-01-01,Professionals,Rest of Tas.,136,2,104.333
2016-01-01,Professionals,Rest of Vic.,875,2,994.6669999999999
2016-01-01,Professionals,Rest of WA,183,2,441.66700000000003
2016-01-01,Technicians and Trades Workers,Australian Capital Territory,422,3,411.667
2016-01-01,Technicians and Trades Workers,Greater Adelaide,594,3,770
2016-01-01,Technicians and Trades Workers,Greater Brisbane,491,3,2060.667
2016-01-01,Technicians and Trades Workers,Greater Darwin,221,3,219.667
2016-01-01,Technicians and Trades Workers,Greater Hobart,53,3,139
2016-01-01,Technicians and Trades Workers,Greater Melbourne,2974,3,3527
2016-01-01,Technicians and Trades Workers,Greater Perth,1595,3,1579.333
2016-01-01,Technicians and Trades Workers,Greater Sydney,4137,3,4857.333
2016-01-01,Technicians and Trades Workers,Rest of NSW,1121,3,1378
2016-01-01,Technicians and Trades Workers,Rest of NT,46,3,54.667
2016-01-01,Technicians and Trades Workers,Rest of Qld,861,3,1654.999
2016-01-01,Technicians and Trades Workers,Rest of SA,82,3,102.334
2016-01-01,Technicians and Trades Workers,Rest of Tas.,62,3,65.667
2016-01-01,Technicians and Trades Workers,Rest of Vic.,462,3,602.333
2016-01-01,Technicians and Trades Workers,Rest of WA,211,3,634.6669999999999
2016-01-01,Community and Personal Service Workers,Australian Capital Territory,374,4,314.667
2016-01-01,Community and Personal Service Workers,Greater Adelaide,477,4,550.667
2016-01-01,Community and Personal Service Workers,Greater Brisbane,701,4,1316.333
2016-01-01,Community and Personal Service Workers,Greater Darwin,192,4,137
2016-01-01,Community and Personal Service Workers,Greater Hobart,40,4,118.667
2016-01-01,Community and Personal Service Workers,Greater Melbourne,3307,4,2397.667
2016-01-01,Community and Personal Service Workers,Greater Perth,1150,4,843.333
2016-01-01,Community and Personal Service Workers,Greater Sydney,3898,4,2842.333
2016-01-01,Community and Personal Service Workers,Rest of NSW,1017,4,1016.6659999999999
2016-01-01,Community and Personal Service Workers,Rest of NT,71,4,60.333
2016-01-01,Community and Personal Service Workers,Rest of Qld,799,4,1170.001
2016-01-01,Community and Personal Service Workers,Rest of SA,64,4,63
2016-01-01,Community and Personal Service Workers,Rest of Tas.,54,4,55.333
2016-01-01,Community and Personal Service Workers,Rest of Vic.,347,4,661.332
2016-01-01,Community and Personal Service Workers,Rest of WA,157,4,194.667
2016-01-01,Clerical and Administrative Workers,Australian Capital Territory,413,5,665
2016-01-01,Clerical and Administrative Workers,Greater Adelaide,369,5,792.333
2016-01-01,Clerical and Administrative Workers,Greater Brisbane,208,5,2601.667
2016-01-01,Clerical and Administrative Workers,Greater Darwin,146,5,215
2016-01-01,Clerical and Administrative Workers,Greater Hobart,28,5,125
2016-01-01,Clerical and Administrative Workers,Greater Melbourne,2989,5,5792.333
2016-01-01,Clerical and Administrative Workers,Greater Perth,758,5,1685.333
2016-01-01,Clerical and Administrative Workers,Greater Sydney,4497,5,8734
2016-01-01,Clerical and Administrative Workers,Rest of NSW,507,5,1192.001
2016-01-01,Clerical and Administrative Workers,Rest of NT,31,5,48
2016-01-01,Clerical and Administrative Workers,Rest of Qld,465,5,1435.334
2016-01-01,Clerical and Administrative Workers,Rest of SA,63,5,67
2016-01-01,Clerical and Administrative Workers,Rest of Tas.,28,5,61.667
2016-01-01,Clerical and Administrative Workers,Rest of Vic.,296,5,559.333
2016-01-01,Clerical and Administrative Workers,Rest of WA,42,5,225.333
2016-01-01,Sales Workers,Australian Capital Territory,237,6,260
2016-01-01,Sales Workers,Greater Adelaide,503,6,533
2016-01-01,Sales Workers,Greater Brisbane,346,6,1578.667
2016-01-01,Sales Workers,Greater Darwin,107,6,105
2016-01-01,Sales Workers,Greater Hobart,49,6,77
2016-01-01,Sales Workers,Greater Melbourne,2585,6,3264
2016-01-01,Sales Workers,Greater Perth,999,6,1190.333
2016-01-01,Sales Workers,Greater Sydney,3751,6,4293.333
2016-01-01,Sales Workers,Rest of NSW,659,6,856.667
2016-01-01,Sales Workers,Rest of NT,28,6,23.333
2016-01-01,Sales Workers,Rest of Qld,572,6,1053.999
2016-01-01,Sales Workers,Rest of SA,122,6,65.334
2016-01-01,Sales Workers,Rest of Tas.,54,6,53.333
2016-01-01,Sales Workers,Rest of Vic.,273,6,430.999
2016-01-01,Sales Workers,Rest of WA,67,6,163
2016-01-01,Machinery Operators and Drivers,Australian Capital Territory,97,7,56.333
2016-01-01,Machinery Operators and Drivers,Greater Adelaide,327,7,315.667
2016-01-01,Machinery Operators and Drivers,Greater Brisbane,358,7,730.333
2016-01-01,Machinery Operators and Drivers,Greater Darwin,96,7,70.667
2016-01-01,Machinery Operators and Drivers,Greater Hobart,25,7,31.333
2016-01-01,Machinery Operators and Drivers,Greater Melbourne,1738,7,1410.667
2016-01-01,Machinery Operators and Drivers,Greater Perth,776,7,591
2016-01-01,Machinery Operators and Drivers,Greater Sydney,2344,7,1755.333
2016-01-01,Machinery Operators and Drivers,Rest of NSW,543,7,481.666
2016-01-01,Machinery Operators and Drivers,Rest of NT,20,7,14.333
2016-01-01,Machinery Operators and Drivers,Rest of Qld,360,7,524.3340000000001
2016-01-01,Machinery Operators and Drivers,Rest of SA,77,7,47.667
2016-01-01,Machinery Operators and Drivers,Rest of Tas.,37,7,38.666
2016-01-01,Machinery Operators and Drivers,Rest of Vic.,280,7,219.666
2016-01-01,Machinery Operators and Drivers,Rest of WA,133,7,303.666
2016-01-01,Labourers,Australian Capital Territory,170,8,195
2016-01-01,Labourers,Greater Adelaide,328,8,478.667
2016-01-01,Labourers,Greater Brisbane,332,8,1012.333
2016-01-01,Labourers,Greater Darwin,107,8,101.667
2016-01-01,Labourers,Greater Hobart,30,8,94.333
2016-01-01,Labourers,Greater Melbourne,1569,8,1821.333
2016-01-01,Labourers,Greater Perth,733,8,644.333
2016-01-01,Labourers,Greater Sydney,1951,8,2064.333
2016-01-01,Labourers,Rest of NSW,757,8,1153.666
2016-01-01,Labourers,Rest of NT,24,8,31.333
2016-01-01,Labourers,Rest of Qld,586,8,1130.333
2016-01-01,Labourers,Rest of SA,103,8,138.666
2016-01-01,Labourers,Rest of Tas.,40,8,91.334
2016-01-01,Labourers,Rest of Vic.,325,8,553.6659999999999
2016-01-01,Labourers,Rest of WA,198,8,285.001
2016-02-01,Managers,Australian Capital Territory,624,1,622.333
2016-02-01,Managers,Greater Adelaide,582,1,650
2016-02-01,Managers,Greater Brisbane,192,1,2077.333
2016-02-01,Managers,Greater Darwin,196,1,159.667
2016-02-01,Managers,Greater Hobart,31,1,82
2016-02-01,Managers,Greater Melbourne,4210,1,4929.667
2016-02-01,Managers,Greater Perth,1027,1,1371.667
2016-02-01,Managers,Greater Sydney,7048,1,7863.667
2016-02-01,Managers,Rest of NSW,818,1,828.001
2016-02-01,Managers,Rest of NT,42,1,36.667
2016-02-01,Managers,Rest of Qld,606,1,925.001
2016-02-01,Managers,Rest of SA,47,1,52
2016-02-01,Managers,Rest of Tas.,34,1,43.333
2016-02-01,Managers,Rest of Vic.,422,1,412.33299999999997
2016-02-01,Managers,Rest of WA,137,1,180.333
2016-02-01,Professionals,Australian Capital Territory,1585,2,1625.667
2016-02-01,Professionals,Greater Adelaide,1034,2,1233.667
2016-02-01,Professionals,Greater Brisbane,403,2,4998.667
2016-02-01,Professionals,Greater Darwin,324,2,372.667
2016-02-01,Professionals,Greater Hobart,113,2,192.667
